cluster,size,seed,annotation_preliminary,type_info,tree_name,annotation
2239,2,WP_093428314.1,I-A,,I-A.66,I-A
2240,1,WP_136897902.1,Unknown,,Unknown.702,Unknown
2241,1,RPH94496.1,Unknown,,Unknown.869,II
2242,1,HHS03910.1,I-Banda,,I-Banda.7,I-Banda
2243,2,SR1_18_B1_scaffold_509483_7|SR1_18_Bp1_UNK|SR1_18_Bp1_QB3_181220,I-Banda,,I-Banda.17,I-Banda
2244,1,HIE54677.1,Unknown,,Unknown.330,III
2245,1,AAF97677.1,I-Eukaryotes,,I-Eukaryotes.60,I-CD1
2246,1,WP_051103939.1,IV-Non-photo,,IV-Non-photo.633,IV-NonPhoto
2247,1,OLS27808.1,Unknown,,Unknown.627,Unknown
2248,1,RLE73159.1,Unknown,,Unknown.453,IV-NG3
2249,1,HDI31586.1,Unknown,,Unknown.89,III
2250,1,RIFCSPLOWO2_02_FULL_Gammaproteobacteria_56_15_rifcsplowo2_02_scaffold_79926_1,IV-DeepYkr,,IV-DeepYkr.5,IV-Deep-Ykr
2251,1,WP_101307147.1,IV-NG2,,IV-NG2.12,IV-NG2
2252,1,NOX29109.1,IV-Non-photo,,IV-Non-photo.455,IV-NonPhoto
2253,5,WP_149131315.1,IV-Non-photo,,IV-Non-photo.523,IV-NonPhoto
2254,5,TARA_031.SAMEA2619815.5.0-0.22_5040_7,IV-Non-photo,,IV-Non-photo.822,IV-NonPhoto
2255,3,WP_080827656.1,IV-Non-photo,,IV-Non-photo.269,IV-NonPhoto
2256,2,WP_138573703.1,IV-Non-photo,,IV-Non-photo.486,IV-NonPhoto
2257,1,WP_139365070.1,IV-NG1,,IV-NG1.23,IV-NG1
2258,1,WP_156607628.1,IV-NG2,,IV-NG2.29,IV-NG2
2259,1,AAL32968.1,Unknown,,Unknown.727,I-CD1
2260,2,MAY30867.1,IV-Non-photo,,IV-Non-photo.270,IV-NonPhoto
2261,1,WP_165571148.1,IV-Non-photo,,IV-Non-photo.817,IV-NonPhoto
2262,1,MBE0511983.1,Unknown,,Unknown.73,III
2263,1,MBD1203952.1,IV-Non-photo,,IV-Non-photo.510,IV-NonPhoto
2264,1,PIU76120.1,Unknown,,Unknown.160,III
2265,2,GBE55920.1,Unknown,,Unknown.623,IV-Unknown
2266,1,VDD88660.1,III,,III.69,III
2267,1,ABC33842.1,I-Eukaryotes,,I-Eukaryotes.35,I-CD2
2268,2,MBE6515541.1,Unknown,,Unknown.565,IV-NG3
2269,1,VDD88895.1,III,,III.107,III
2270,1,QGJ69239.1,IV-Ykr,,IV-Ykr.12,IV-Ykr
2271,1,RME49636.1,IV-DeepYkr,,IV-DeepYkr.88,IV-Deep-Ykr
2272,1,MBC8507730.1,IV-DeepYkr,,IV-DeepYkr.54,IV-Deep-Ykr
2273,2,WP_097154759.1,IV-DeepYkr,,IV-DeepYkr.205,IV-Deep-Ykr
2274,1,WP_119481183.1,IV-DeepYkr,,IV-DeepYkr.264,IV-Deep-Ykr
2275,1,WP_166936767.1,IV-DeepYkr,,IV-DeepYkr.293,IV-Deep-Ykr
2276,1,ABI18214.1,I-Eukaryotes,,I-Eukaryotes.61,I-CD2
2277,1,RMG43845.1,IV-DeepYkr,,IV-DeepYkr.242,IV-Deep-Ykr
2278,1,EUA52020.1,I-E,,I-E.55,I-CD2
2279,1,RYZ00477.1,IV-Non-photo,,IV-Non-photo.798,IV-NonPhoto
2280,4,WP_096671583.1,I-CD,,I-CD.137,I-CD2
2281,1,GBD45030.1,I-CD,,I-CD.134,I-CD2
2282,4,5MAC_A,Unknown,,Unknown.682,II-III
2283,2,OQW92429.1,I-A,,I-A.62,I-A
2284,72,AAB17444.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 57, Unknown: 15",I-Eukaryotes/Unknown.148,I-CD2
2285,1,NMC08114.1,IV-Ykr-2,,IV-Ykr-2.197,IV-Ykr-2
2286,1,PZS20938.1,I-E,,I-E.24,I-CD2
2287,1,WP_173977046.1,Unknown,,Unknown.854,II
2288,1,NWG32284.1,Unknown,,Unknown.953,II
2289,1,OYW33691.1,IV-Non-photo,,IV-Non-photo.124,IV-NonPhoto
2290,3,KAB2935449.1,Unknown,,Unknown.839,II
2291,1,VDS11154.1,III,,III.40,III
2292,1,HHJ06498.1,IV-Photo,,IV-Photo.25,IV-Photo
2293,1,WP_183389480.1,IV-Non-photo,,IV-Non-photo.104,IV-NonPhoto
2294,1,KUO39449.1,Unknown,,Unknown.38,III
2295,1,WP_062206014.1,IV-Non-photo,,IV-Non-photo.720,IV-NonPhoto
2296,1,WP_129628360.1,IV-Non-photo,,IV-Non-photo.112,IV-NonPhoto
2297,2,WP_173149484.1,IV-Non-photo,,IV-Non-photo.51,IV-NonPhoto
2298,1,WP_123929203.1,Unknown,,Unknown.322,Unknown
2299,3,BAJ21575.1,I-Eukaryotes,,I-Eukaryotes.14,I-CD1
2300,3,WP_131856074.1,IV-Non-photo,,IV-Non-photo.377,IV-NonPhoto
2301,1,HGY75382.1,Unknown,,Unknown.128,III
2302,2,VDD88693.1,III,,III.77,III
2303,2,WP_149739991.1,IV-Non-photo,,IV-Non-photo.699,IV-NonPhoto
2304,1,WP_194106779.1,IV-Non-photo,,IV-Non-photo.429,IV-NonPhoto
2305,1,WP_084236399.1,IV-Non-photo,,IV-Non-photo.701,IV-NonPhoto
2306,1,RLE53433.1,Unknown,,Unknown.536,IV-NG3
2307,1,AAL46534.1,I-Eukaryotes,,I-Eukaryotes.57,I-CD2
2308,1,TARA_048.SAMEA2620404.5.0.22-1.6_62416_75,IV-GOS_Global,,IV-GOS_Global.57,IV-GOS
2309,4,TARA_031.SAMEA2619815.5.0-0.22_19224_5,IV-GOS_Global,,IV-GOS_Global.89,IV-GOS
2310,1,WP_096624001.1,IV-Ykr,,IV-Ykr.29,IV-Ykr
2311,3,KXK02801.1,IV-DeepYkr/Unknown,"IV-DeepYkr: 2, Unknown: 1",IV-DeepYkr/Unknown.1,IV-Deep-Ykr
2312,1,WP_159823058.1,IV-DeepYkr,,IV-DeepYkr.181,IV-Deep-Ykr
2313,1,WP_096171887.1,IV-DeepYkr,,IV-DeepYkr.450,IV-Deep-Ykr
2314,1,WP_183367920.1,IV-DeepYkr,,IV-DeepYkr.239,IV-Deep-Ykr
2315,2,HDN27692.1,IV-DeepYkr,,IV-DeepYkr.148,IV-Deep-Ykr
2316,1,WP_165047378.1,IV-DeepYkr,,IV-DeepYkr.332,IV-Deep-Ykr
2317,1,WP_136384946.1,IV-DeepYkr,,IV-DeepYkr.344,IV-Deep-Ykr
2318,1,KAF5821263.1,I-Eukaryotes,,I-Eukaryotes.88,I-CD1
2319,1,VDS11195.1,II-III,,II-III.2,II-III
2320,1,RMH45282.1,I-A,,I-A.6,I-A
2321,1,TARA_137.SAMEA2623314.375.0.22-3_1502813_3,Unknown,,Unknown.1092,III
2322,3,MBE7460703.1,Unknown,,Unknown.866,II
2323,1,AAD11774.1,Unknown,,Unknown.920,I-CD1
2324,1,HHY16479.1,IV-Ykr-2,,IV-Ykr-2.53,IV-Ykr-2
2325,1,VDD89170.1,III,,III.20,III
2326,2,MBA5874654.1,IV-DeepYkr,,IV-DeepYkr.321,IV-Deep-Ykr
2327,1,VDD88953.1,III,,III.59,III
2328,1,WP_188851562.1,IV-Non-photo,,IV-Non-photo.695,IV-NonPhoto
2329,2,TKJ22373.1,Unknown,,Unknown.356,Unknown
2330,2,VDS11163.1,III,,III.61,III
2331,1,WP_150972919.1,IV-Non-photo,,IV-Non-photo.777,IV-NonPhoto
2332,1,WP_129223778.1,IV-Non-photo,,IV-Non-photo.731,IV-NonPhoto
2333,1,WP_152577956.1,IV-Non-photo,,IV-Non-photo.162,IV-NonPhoto
2334,1,NJM31169.1,IV-Non-photo,,IV-Non-photo.537,IV-NonPhoto
2335,6,MBN61463.1,IV-Non-photo/Unknown,"IV-Non-photo: 5, Unknown: 1",IV-Non-photo/Unknown.4,IV-NonPhoto
2336,2,TARA_093.SAMEA2621812.35.0.22-3_645542_6,Unknown,,Unknown.1100,IV-Unknown
2337,1,WP_047996073.1,IV-Non-photo,,IV-Non-photo.283,IV-NonPhoto
2338,2,WP_182829877.1,IV-Non-photo,,IV-Non-photo.577,IV-NonPhoto
2339,1,WP_066011170.1,IV-Non-photo,,IV-Non-photo.250,IV-NonPhoto
2340,2,WP_100133425.1,IV-Non-photo,,IV-Non-photo.106,IV-NonPhoto
2341,1,WP_109742343.1,IV-Non-photo,,IV-Non-photo.316,IV-NonPhoto
2342,1,NYT01045.1,Unknown,,Unknown.467,IV-NG3
2343,2,WP_063708307.1,IV-Non-photo,,IV-Non-photo.582,IV-NonPhoto
2344,1,NLE05764.1,Unknown,,Unknown.90,III
2345,2,TARA_018.SAMEA2619667.5.0.22-1.6_2679_10,IV-GOS_Global,,IV-GOS_Global.32,IV-GOS
2346,1,HIH44559.1,Unknown,,Unknown.564,IV-NG3
2347,1,HHN14532.1,IV-DeepYkr,,IV-DeepYkr.129,IV-Deep-Ykr
2348,1,NMB55346.1,IV-DeepYkr,,IV-DeepYkr.26,IV-Deep-Ykr
2349,1,VDD89064.1,III,,III.192,III
2350,1,WP_073066144.1,IV-DeepYkr,,IV-DeepYkr.197,IV-Deep-Ykr
2351,1,WP_088343331.1,IV-DeepYkr,,IV-DeepYkr.381,IV-Deep-Ykr
2352,1,RZK58623.1,IV-Non-photo,,IV-Non-photo.740,IV-NonPhoto
2353,1,MBA3741728.1,I-E,,I-E.20,I-CD2
2354,176,CAB10739.2,I-Eukaryotes/Unknown,"I-Eukaryotes: 164, Unknown: 12",I-Eukaryotes/Unknown.58,I-CD1
2355,6,TNF89511.1,I-A,,I-A.50,I-A
2356,276,AFA27689.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 254, Unknown: 22",I-Eukaryotes/Unknown.150,I-CD1
2357,97,AFV75086.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 80, Unknown: 17",I-Eukaryotes/Unknown.116,I-CD2
2358,2,TAN52003.1,Unknown,,Unknown.941,II
2359,1,WP_147162690.1,Unknown,,Unknown.823,II
2360,55,CCQ42923.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 38, Unknown: 17",I-Eukaryotes/Unknown.7,I-CD1
2361,1,HBY96112.1,IV-Ykr-2,,IV-Ykr-2.39,IV-Ykr-2
2362,1,NPV92707.1,IV-Ykr-2,,IV-Ykr-2.28,IV-Ykr-2
2363,1,WP_121919240.1,Unknown,,Unknown.789,IV-GOS
2364,1,WP_151004101.1,IV-Non-photo,,IV-Non-photo.55,IV-NonPhoto
2365,1,TVQ10387.1,IV-DeepYkr,,IV-DeepYkr.203,IV-Deep-Ykr
2366,1,PSP83477.1,Unknown,,Unknown.298,III
2367,1,WP_183231307.1,IV-Non-photo,,IV-Non-photo.49,IV-NonPhoto
2368,1,WP_189506880.1,IV-Non-photo,,IV-Non-photo.753,IV-NonPhoto
2369,1,WP_183981751.1,IV-Non-photo,,IV-Non-photo.248,IV-NonPhoto
2370,1,WP_066498091.1,IV-NG3,,IV-NG3.19,IV-NG2
2371,1,WP_099509535.1,IV-Non-photo,,IV-Non-photo.751,IV-NonPhoto
2372,1,VDD88670.1,III,,III.76,III
2373,1,VDD89256.1,III,,III.98,III
2374,4,WP_092662985.1,Unknown,,Unknown.272,III
2375,3,WP_095164994.1,IV-Non-photo,,IV-Non-photo.456,IV-NonPhoto
2376,2,WP_039015246.1,IV-Non-photo,,IV-Non-photo.41,IV-NonPhoto
2377,1,NLN72029.1,Unknown,,Unknown.555,IV-NG3
2378,2,NBO01795.1,IV-Non-photo,,IV-Non-photo.223,IV-NonPhoto
2379,1,VDD89112.1,III,,III.199,III
2380,1,WP_165266537.1,IV-DeepYkr,,IV-DeepYkr.200,IV-Deep-Ykr
2381,1,NLV25853.1,Unknown,,Unknown.544,IV-NG3
2382,1,KQC03310.1,Unknown,,Unknown.540,IV-NG3
2383,1,TARA_034.SAMEA2619923.60.0-0.22_119_14,IV-GOS_Global,,IV-GOS_Global.103,IV-GOS
2384,1,NRA37454.1,IV-Non-photo,,IV-Non-photo.403,IV-NonPhoto
2385,1,TARA_034.SAMEA2619923.60.0-0.22_235_17,IV-GOS_Global,,IV-GOS_Global.63,IV-GOS
2386,1,WP_012598361.1,IV-Ykr,,IV-Ykr.16,IV-Ykr
2387,1,RBG_19FT_COMBO_Aminicenantes-rel_58_17_rbg_19ft_combo_scaffold_871_21,Unknown,,Unknown.33,IV-Unknown
2388,1,WP_007554764.1,IV-DeepYkr,,IV-DeepYkr.100,IV-Deep-Ykr
2389,1,MBE9479162.1,IV-DeepYkr,,IV-DeepYkr.59,IV-Deep-Ykr
2390,1,VDD89031.1,III,,III.140,III
2391,1,WP_076412354.1,IV-Non-photo,,IV-Non-photo.811,IV-NonPhoto
2392,10,CDF56935.1,I-A,,I-A.93,I-A
2393,2,EDN72730.1,IV-DeepYkr,,IV-DeepYkr.176,IV-Deep-Ykr
2394,1,GBD44185.1,IV-Non-photo,,IV-Non-photo.819,IV-NonPhoto
2395,1,TARA_100.SAMEA2622149.177.0.22-3_1831732_5,IV-GOS_Global,,IV-GOS_Global.31,IV-GOS
2396,3,WP_157549002.1,I-CD,,I-CD.131,I-CD2
2397,1,HGC41729.1,I-CD,,I-CD.138,I-CD2
2398,30,QBE88505.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 26, Unknown: 4",I-Eukaryotes/Unknown.153,I-CD1
2399,2,MBA3840441.1,I-F,,I-F.2,I-CD2
2400,2,RDH85148.1,Unknown,,Unknown.933,II
2401,18,AJT48073.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 13, Unknown: 5",I-Eukaryotes/Unknown.100,I-CD2
2402,4,HDO73881.1,Unknown,,Unknown.892,II
2403,7,gwc2_scaffold_23334_2,Unknown,,Unknown.30,III
2404,1,WP_090484260.1,Unknown,,Unknown.888,II
2405,8,AAC62463.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 7, Unknown: 1",I-Eukaryotes/Unknown.64,I-CD2
2406,70,BBB46122.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 60, Unknown: 10",I-Eukaryotes/Unknown.65,I-CD1
2407,1,RBG_16_Deltaproteobacteria_Desulfobacca_60_12_RBG_16_scaffold_8647_50,IV-Ykr-2,,IV-Ykr-2.13,IV-Ykr-2
2408,1,WP_193735116.1,IV-Ykr-2,,IV-Ykr-2.183,IV-Ykr-2
2409,2,OIO24293.1,Unknown,,Unknown.293,III
2410,1,WP_043757516.1,IV-Photo,,IV-Photo.66,IV-Photo
2411,81,AWV54793.1,Ambiguous,"I-Eukaryotes: 74, Unknown: 6, I-CD: 1",Ambiguous.19,I-CD2
2412,2,VDD89242.1,III,,III.26,III
2413,1,HGB33043.1,Unknown,,Unknown.655,IV-Unknown
2414,1,WP_179741309.1,IV-Non-photo,,IV-Non-photo.21,IV-NonPhoto
2415,1,MBC8450161.1,IV-Ykr-2,,IV-Ykr-2.129,IV-Ykr-2
2416,1,WP_168122374.1,IV-NG1,,IV-NG1.38,IV-NG1
2417,1,WP_050465173.1,IV-Non-photo,,IV-Non-photo.586,IV-NonPhoto
2418,1,MBD3310098.1,Unknown,,Unknown.229,III
2419,1,WP_172218387.1,IV-Non-photo,,IV-Non-photo.793,IV-NonPhoto
2420,1,WP_151119727.1,IV-Non-photo,,IV-Non-photo.362,IV-NonPhoto
2421,2,WP_090301244.1,IV-Non-photo,,IV-Non-photo.791,IV-NonPhoto
2422,2,YP004622994_Pyrococcus_yayanosii_CH1,Unknown,,Unknown.1019,III
2423,1,WP_106266505.1,IV-Non-photo,,IV-Non-photo.136,IV-NonPhoto
2424,1,WP_132240994.1,IV-Non-photo,,IV-Non-photo.453,IV-NonPhoto
2425,1,WP_058245742.1,IV-Non-photo,,IV-Non-photo.266,IV-NonPhoto
2426,1,RLG18973.1,Unknown,,Unknown.251,Unknown
2427,1,PIY97215.1,III,,III.131,Unknown
2428,1,HEC31086.1,Unknown,,Unknown.351,III
2429,1,TARA_037.SAMEA2619974.600.0.1-0.22_5528_5,IV-GOS_Global,,IV-GOS_Global.43,IV-GOS
2430,3,TARA_041.SAMEA2620227.60.0-0.22_534254_3,IV-GOS_Global,,IV-GOS_Global.97,IV-GOS
2431,1,VDD89117.1,IV-GOS_Global,,IV-GOS_Global.2,IV-GOS
2432,68,ABL96501.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 62, Unknown: 6",I-Eukaryotes/Unknown.132,I-CD1
2433,3,WP_012844388.1,IV-DeepYkr,,IV-DeepYkr.178,IV-Deep-Ykr
2434,1,TMJ02418.1,IV-DeepYkr,,IV-DeepYkr.212,IV-Deep-Ykr
2435,3,TARA_078.SAMEA2621259.5.0.22-0.45_1923555_2,IV-GOS_Global,,IV-GOS_Global.123,IV-GOS
2436,2,VDD89030.1,III,,III.156,III
2437,1,NBW66357.1,IV-Photo,,IV-Photo.115,IV-Photo
2438,1,WP_189041240.1,I-CD,,I-CD.132,I-CD2
2439,1,PSP17776.1,I-Unclassified,,I-Unclassified.23,I-CD2
2440,21,YP_009420408.1,Ambiguous,"I-Eukaryotes: 17, I-CD: 2, Unknown: 2",Ambiguous.9,I-CD2
2441,2,MBA2366898.1,I-Unclassified,,I-Unclassified.17,I-CD2
2442,1,VDD88893.1,III,,III.226,III
2443,1,PSO56447.1,I-B,,I-B.5,I-B
2444,29,AAO39825.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 20, Unknown: 9",I-Eukaryotes/Unknown.131,I-CD2
2445,1,HGX93486.1,I-A,,I-A.52,I-A
2446,3,QJX14039.1,Unknown,,Unknown.662,I-CD1
2447,1,RUM35076.1,Unknown,,Unknown.513,III
2448,1,RMH52320.1,Unknown,,Unknown.780,II
2449,1,KJS13813.1,Unknown,,Unknown.840,II
2450,1,WP_068489216.1,Unknown,,Unknown.831,II
2451,1,KAA3629265.1,IV-Photo,,IV-Photo.114,IV-Photo
2452,1,WP_182582143.1,IV-Photo,,IV-Photo.96,IV-Photo
2453,1,MBC7251372.1,IV-Ykr-2,,IV-Ykr-2.27,IV-Ykr-2
2454,1,RME77879.1,Unknown,,Unknown.281,III
2455,1,WP_093402581.1,Unknown,,Unknown.1016,IV-GOS
2456,2,WP_008932593.1,IV-Photo,,IV-Photo.55,IV-Photo
2457,1,HDP73437.1,Unknown,,Unknown.186,III
2458,1,NHV06229.1,Unknown,,Unknown.43,III
2459,1,WP_013779251.1,IV-Ykr-2,,IV-Ykr-2.101,IV-Ykr-2
2460,5,GFM69819.1,IV-Non-photo,,IV-Non-photo.6,IV-NonPhoto
2461,2,WP_094823029.1,IV-Non-photo,,IV-Non-photo.319,IV-NonPhoto
2462,1,NPA75613.1,Unknown,,Unknown.243,III
2463,1,WP_107834029.1,IV-Non-photo,,IV-Non-photo.755,IV-NonPhoto
2464,3,RLE41071.1,Unknown,,Unknown.152,III
2465,1,WP_114332740.1,IV-NG3,,IV-NG3.18,IV-NG2
2466,2,WP_189639435.1,IV-Non-photo,,IV-Non-photo.494,IV-NonPhoto
2467,1,WP_128490896.1,IV-Non-photo,,IV-Non-photo.584,IV-NonPhoto
2468,3,MAA96721.1,IV-Non-photo,,IV-Non-photo.215,IV-NonPhoto
2469,2,KXA92713.1,Unknown,,Unknown.88,III
2470,2,NYT11051.1,Unknown,,Unknown.557,IV-NG3
2471,1,WP_137402111.1,IV-Non-photo,,IV-Non-photo.554,IV-NonPhoto
2472,1,WP_120181713.1,IV-Non-photo,,IV-Non-photo.371,IV-NonPhoto
2473,1,VDD88701.1,III,,III.224,III
2474,2,TARA_018.SAMEA2619667.5.0.22-1.6_10157_8,IV-GOS_Global,,IV-GOS_Global.54,IV-GOS
2475,1,NBB89903.1,IV-DeepYkr,,IV-DeepYkr.29,IV-Deep-Ykr
2476,1,HEC96201.1,Unknown,,Unknown.464,Unknown
2477,1,WP_164209773.1,IV-DeepYkr,,IV-DeepYkr.438,IV-Deep-Ykr
2478,2,HGO01771.1,Unknown,,Unknown.338,III
2479,1,WP_040668987.1,I-Unclassified,,I-Unclassified.28,I-CD2
2480,1,AAM88833.1,Unknown,,Unknown.730,I-CD1
2481,1,NBO75720.1,I-CD,,I-CD.108,I-CD2
2482,1,PJA48441.1,Unknown,,Unknown.693,II-III
2483,3,WP_153413432.1,I-E,,I-E.5,I-CD2
2484,3,WP_136419035.1,I-A,,I-A.46,I-A
2485,1,AKG25333.1,Unknown,,Unknown.661,I-CD1
2486,2,HHM04890.1,Unknown,,Unknown.779,II
2487,20,AAA53412.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 17, Unknown: 3",I-Eukaryotes/Unknown.9,I-CD1
2488,2,VDD88993.1,III,,III.215,III
2489,2,WP_082979101.1,IV-NG2,,IV-NG2.46,IV-NG2
2490,1,VDD88719.1,III,,III.33,III
2491,1,MBA3480117.1,IV-Non-photo,,IV-Non-photo.99,IV-NonPhoto
2492,1,WP_150092840.1,IV-Photo,,IV-Photo.28,IV-Photo
2493,4,PMB76193.1,Unknown,,Unknown.288,Unknown
2494,2,WP_086925339.1,IV-Non-photo,,IV-Non-photo.24,IV-NonPhoto
2495,1,WP_132384107.1,IV-Non-photo,,IV-Non-photo.32,IV-NonPhoto
2496,1,VDD88707.1,III,,III.8,III
2497,2,WP_132583677.1,IV-Non-photo,,IV-Non-photo.295,IV-NonPhoto
2498,1,TARA_037.SAMEA2619974.600.0.1-0.22_1897_20,Unknown,,Unknown.1060,III
2499,1,NYT58114.1,IV-Non-photo,,IV-Non-photo.181,IV-NonPhoto
2500,38,AIY63566.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 35, Unknown: 3",I-Eukaryotes/Unknown.6,I-CD1
2501,1,WP_089678238.1,IV-Non-photo,,IV-Non-photo.180,IV-NonPhoto
2502,1,WP_095594602.1,IV-Non-photo,,IV-Non-photo.671,IV-NonPhoto
2503,1,HHT75156.1,Unknown,,Unknown.576,IV-NG3
2504,1,VDD88750.1,III,,III.227,III
2505,1,KON34323.1,Unknown,,Unknown.56,III
2506,2,NBS76231.1,IV-Non-photo,,IV-Non-photo.557,IV-NonPhoto
2507,1,MAT45573.1,IV-DeepYkr,,IV-DeepYkr.95,IV-Deep-Ykr
2508,1,AAB16947.1,Unknown,,Unknown.679,I-CD2
2509,5,TARA_122.SAMEA2622694.115.0.1-0.22_118_28,IV-GOS_Global,,IV-GOS_Global.41,IV-GOS
2510,2,WP_149734751.1,IV-DeepYkr,,IV-DeepYkr.149,IV-Deep-Ykr
2511,1,HBS58733.1,IV-DeepYkr,,IV-DeepYkr.65,IV-Deep-Ykr
2512,1,QIT55953.1,IV-DeepYkr,,IV-DeepYkr.298,IV-Deep-Ykr
2513,1,NLO80319.1,IV-DeepYkr,,IV-DeepYkr.163,IV-Deep-Ykr
2514,4,CDF56953.1,I-A,,I-A.88,I-A
2515,1,VDD89125.1,III,,III.167,III
2516,1,NWJ44404.1,I-Unclassified,,I-Unclassified.2,I-CD2
2517,1,WP_111347259.1,I-CD,,I-CD.114,I-CD2
2518,2,OGA55178.1,I-A,,I-A.40,I-A
2519,1,KPV53627.1,I-G,,I-G.7,I-CD2
2520,1,MSR05851.1,I-G,,I-G.13,I-CD2
2521,1,CAB1129189.1,I-G,,I-G.5,I-CD2
2522,9,AAF14331.1,I-Eukaryotes/Unknown,"Unknown: 5, I-Eukaryotes: 4",I-Eukaryotes/Unknown.36,I-CD1
2523,1,AAQ04020.1,Unknown,,Unknown.732,I-CD1
2524,1,VDD89032.1,III,,III.225,III
2525,3,MBE0507274.1,Unknown,,Unknown.916,II
2526,1,NMM26212.1,Unknown,,Unknown.942,II
2527,2,HIB16887.1,Unknown,,Unknown.907,II
2528,1,WP_153974028.1,IV-Photo,,IV-Photo.85,IV-Photo
2529,163,BAD20624.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 145, Unknown: 18",I-Eukaryotes/Unknown.69,I-CD1
2530,5,QHA34119.1,Ambiguous,"Unknown: 2, I-Eukaryotes: 2, I-CD: 1",Ambiguous.17,I-CD2
2531,1,PWI48257.1,IV-Ykr-2,,IV-Ykr-2.107,IV-Ykr-2
2532,1,PHT42604.1,I-Eukaryotes,,I-Eukaryotes.86,I-CD1
2533,2,TFG06802.1,IV-Ykr-2,,IV-Ykr-2.77,IV-Ykr-2
2534,1,VDS11142.1,III,,III.37,III
2535,5,NLA39521.1,Unknown,,Unknown.188,III
2536,2,WP_096206144.1,Unknown,,Unknown.55,III
2537,1,MSV28615.1,IV-Non-photo,,IV-Non-photo.415,IV-NonPhoto
2538,2,WP_151024529.1,IV-Non-photo,,IV-Non-photo.431,IV-NonPhoto
2539,1,WP_130376621.1,IV-NG3,,IV-NG3.14,IV-NG2
2540,1,OYT36659.1,Unknown,,Unknown.208,III
2541,1,RPH41217.1,IV-Non-photo,,IV-Non-photo.375,IV-NonPhoto
2542,1,WP_066663658.1,IV-Non-photo,,IV-Non-photo.454,IV-NonPhoto
2543,4,WP_075150418.1,IV-Non-photo,,IV-Non-photo.233,IV-NonPhoto
2544,2,WP_126009883.1,IV-Non-photo,,IV-Non-photo.774,IV-NonPhoto
2545,1,WP_028666841.1,IV-Non-photo,,IV-Non-photo.533,IV-NonPhoto
2546,1,HBY63428.1,IV-Non-photo,,IV-Non-photo.17,IV-NonPhoto
2547,1,HID08694.1,Unknown,,Unknown.314,III
2548,4,MBK36395.1,IV-Non-photo,,IV-Non-photo.209,IV-NonPhoto
2549,1,KXB03553.1,Unknown,,Unknown.297,Unknown
2550,1,NLI73519.1,Unknown,,Unknown.521,IV-NG3
2551,1,HIE34177.1,Unknown,,Unknown.136,III
2552,1,TVQ93953.1,IV-DeepYkr,,IV-DeepYkr.123,IV-Deep-Ykr
2553,4,TARA_067.SAMEA2620970.5.0.22-3_262619_7,IV-GOS_Global,,IV-GOS_Global.33,IV-GOS
2554,4,HID05175.1,Unknown,,Unknown.426,III
2555,1,TARA_067.SAMEA2620991.5.0-0.22_1118_6,IV-GOS_Global,,IV-GOS_Global.39,IV-GOS
2556,1,WP_037278231.1,IV-DeepYkr,,IV-DeepYkr.414,IV-Deep-Ykr
2557,1,NEX17785.1,IV-DeepYkr,,IV-DeepYkr.112,IV-Deep-Ykr
2558,1,VDD88706.1,III,,III.118,III
2559,9,WP_009858946.1,I-CD,,I-CD.76,I-CD2
2560,16,ATJ02849.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 14, Unknown: 2",I-Eukaryotes/Unknown.28,I-CD2
2561,2,AEH84497.1,I-Eukaryotes,,I-Eukaryotes.58,I-CD2
2562,1,WP_101196567.1,I-A,,I-A.22,I-A
2563,2,HHB83631.1,Unknown,,Unknown.964,II
2564,1,WP_069472570.1,I-A,,I-A.84,I-A
2565,1,RLG77261.1,Unknown,,Unknown.374,III
2566,1,PIO08000.1,Unknown,,Unknown.53,III
2567,1,NVO12863.1,IV-Photo,,IV-Photo.64,IV-Photo
2568,16,AAB16950.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 14, Unknown: 2",I-Eukaryotes/Unknown.145,I-CD2
2569,1,WP_103954334.1,IV-NG2,,IV-NG2.64,IV-NG2
2570,1,VDD88728.1,III,,III.142,III
2571,2,WP_042304304.1,IV-Non-photo,,IV-Non-photo.305,IV-NonPhoto
2572,1,TWT97685.1,IV-Non-photo,,IV-Non-photo.802,IV-NonPhoto
2573,1,WP_056276176.1,IV-Non-photo,,IV-Non-photo.534,IV-NonPhoto
2574,2,WP_175161989.1,IV-Non-photo,,IV-Non-photo.28,IV-NonPhoto
2575,3,WP_097201391.1,IV-Non-photo,,IV-Non-photo.25,IV-NonPhoto
2576,1,VDD89215.1,III,,III.45,III
2577,1,WP_170016074.1,IV-Non-photo,,IV-Non-photo.163,IV-NonPhoto
