cluster,size,seed,type,type_info,tree_name
2494,2,WP_086925339.1,IV-Non-photo,,IV-Non-photo.24
2495,1,WP_132384107.1,IV-Non-photo,,IV-Non-photo.32
2496,1,VDD88707.1,III,,III.8
2497,2,WP_132583677.1,IV-Non-photo,,IV-Non-photo.295
2498,1,TARA_037.SAMEA2619974.600.0.1-0.22_1897_20,Unknown,,Unknown.1060
2499,1,NYT58114.1,IV-Non-photo,,IV-Non-photo.181
2500,38,AIY63566.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 35, Unknown: 3",I-Eukaryotes/Unknown.6
2501,1,WP_089678238.1,IV-Non-photo,,IV-Non-photo.180
2502,1,WP_095594602.1,IV-Non-photo,,IV-Non-photo.671
2503,1,HHT75156.1,Unknown,,Unknown.576
2504,1,VDD88750.1,III,,III.227
2505,1,KON34323.1,Unknown,,Unknown.56
2506,2,NBS76231.1,IV-Non-photo,,IV-Non-photo.557
2507,1,MAT45573.1,IV-DeepYkr,,IV-DeepYkr.95
2508,1,AAB16947.1,Unknown,,Unknown.679
2509,5,TARA_122.SAMEA2622694.115.0.1-0.22_118_28,IV-GOS_Global,,IV-GOS_Global.41
2510,2,WP_149734751.1,IV-DeepYkr,,IV-DeepYkr.149
2511,1,HBS58733.1,IV-DeepYkr,,IV-DeepYkr.65
2512,1,QIT55953.1,IV-DeepYkr,,IV-DeepYkr.298
2513,1,NLO80319.1,IV-DeepYkr,,IV-DeepYkr.163
2514,4,CDF56953.1,I-A,,I-A.88
2515,1,VDD89125.1,III,,III.167
2516,1,NWJ44404.1,I-Unclassified,,I-Unclassified.2
2517,1,WP_111347259.1,I-CD,,I-CD.114
2518,2,OGA55178.1,I-A,,I-A.40
2519,1,KPV53627.1,I-G,,I-G.7
2520,1,MSR05851.1,I-G,,I-G.13
2521,1,CAB1129189.1,I-G,,I-G.5
2522,9,AAF14331.1,I-Eukaryotes/Unknown,"Unknown: 5, I-Eukaryotes: 4",I-Eukaryotes/Unknown.36
2523,1,AAQ04020.1,Unknown,,Unknown.732
2524,1,VDD89032.1,III,,III.225
2525,3,MBE0507274.1,Unknown,,Unknown.916
2526,1,NMM26212.1,Unknown,,Unknown.942
2527,2,HIB16887.1,Unknown,,Unknown.907
2528,1,WP_153974028.1,IV-Photo,,IV-Photo.85
2529,163,BAD20624.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 145, Unknown: 18",I-Eukaryotes/Unknown.69
2530,5,QHA34119.1,Ambiguous,"Unknown: 2, I-Eukaryotes: 2, I-CD: 1",Ambiguous.17
2531,1,PWI48257.1,IV-Ykr-2,,IV-Ykr-2.107
2532,1,PHT42604.1,I-Eukaryotes,,I-Eukaryotes.86
2533,2,TFG06802.1,IV-Ykr-2,,IV-Ykr-2.77
2534,1,VDS11142.1,III,,III.37
2535,5,NLA39521.1,Unknown,,Unknown.188
2536,2,WP_096206144.1,Unknown,,Unknown.55
2537,1,MSV28615.1,IV-Non-photo,,IV-Non-photo.415
2538,2,WP_151024529.1,IV-Non-photo,,IV-Non-photo.431
2539,1,WP_130376621.1,IV-NG3,,IV-NG3.14
2540,1,OYT36659.1,Unknown,,Unknown.208
2541,1,RPH41217.1,IV-Non-photo,,IV-Non-photo.375
2542,1,WP_066663658.1,IV-Non-photo,,IV-Non-photo.454
2543,4,WP_075150418.1,IV-Non-photo,,IV-Non-photo.233
2544,2,WP_126009883.1,IV-Non-photo,,IV-Non-photo.774
2545,1,WP_028666841.1,IV-Non-photo,,IV-Non-photo.533
2546,1,HBY63428.1,IV-Non-photo,,IV-Non-photo.17
2547,1,HID08694.1,Unknown,,Unknown.314
2548,4,MBK36395.1,IV-Non-photo,,IV-Non-photo.209
2549,1,KXB03553.1,Unknown,,Unknown.297
2550,1,NLI73519.1,Unknown,,Unknown.521
2551,1,HIE34177.1,Unknown,,Unknown.136
2552,1,TVQ93953.1,IV-DeepYkr,,IV-DeepYkr.123
2553,4,TARA_067.SAMEA2620970.5.0.22-3_262619_7,IV-GOS_Global,,IV-GOS_Global.33
2554,4,HID05175.1,Unknown,,Unknown.426
2555,1,TARA_067.SAMEA2620991.5.0-0.22_1118_6,IV-GOS_Global,,IV-GOS_Global.39
2556,1,WP_037278231.1,IV-DeepYkr,,IV-DeepYkr.414
2557,1,NEX17785.1,IV-DeepYkr,,IV-DeepYkr.112
2558,1,VDD88706.1,III,,III.118
2559,9,WP_009858946.1,I-CD,,I-CD.76
2560,16,ATJ02849.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 14, Unknown: 2",I-Eukaryotes/Unknown.28
2561,2,AEH84497.1,I-Eukaryotes,,I-Eukaryotes.58
2562,1,WP_101196567.1,I-A,,I-A.22
2563,2,HHB83631.1,Unknown,,Unknown.964
2564,1,WP_069472570.1,I-A,,I-A.84
2565,1,RLG77261.1,Unknown,,Unknown.374
2566,1,PIO08000.1,Unknown,,Unknown.53
2567,1,NVO12863.1,IV-Photo,,IV-Photo.64
2568,16,AAB16950.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 14, Unknown: 2",I-Eukaryotes/Unknown.145
2569,1,WP_103954334.1,IV-NG2,,IV-NG2.64
2570,1,VDD88728.1,III,,III.142
2571,2,WP_042304304.1,IV-Non-photo,,IV-Non-photo.305
2572,1,TWT97685.1,IV-Non-photo,,IV-Non-photo.802
2573,1,WP_056276176.1,IV-Non-photo,,IV-Non-photo.534
2574,2,WP_175161989.1,IV-Non-photo,,IV-Non-photo.28
2575,3,WP_097201391.1,IV-Non-photo,,IV-Non-photo.25
2576,1,VDD89215.1,III,,III.45
2577,1,WP_170016074.1,IV-Non-photo,,IV-Non-photo.163
2578,1,WP_015811613.1,IV-Non-photo,,IV-Non-photo.670
2579,1,WP_094724575.1,IV-NG3,,IV-NG3.12
2580,1,WP_015283871.1,Unknown,,Unknown.291
2581,5,TARA_146.SAMEA2623673.5.0.22-3_461367_4,IV-GOS_Global,,IV-GOS_Global.17
2582,1,WP_106292992.1,IV-Non-photo,,IV-Non-photo.503
2583,1,TARA_067.SAMEA2620979.5.0.22-0.45_264655_4,IV-GOS_Global,,IV-GOS_Global.58
2584,1,RLG64092.1,Unknown,,Unknown.529
2585,1,WP_108850143.1,IV-DeepYkr,,IV-DeepYkr.346
2586,1,TARA_034.SAMEA2619923.60.0-0.22_219_19,IV-GOS_Global,,IV-GOS_Global.51
2587,1,TARA_032.SAMEA2619838.5.0-0.22_21_27,IV-GOS_Global,,IV-GOS_Global.71
2588,1,WP_012676081.1,IV-Ykr,,IV-Ykr.18
2589,1,MBE5846613.1,IV-DeepYkr,,IV-DeepYkr.177
2590,2,HEJ78100.1,Unknown,,Unknown.271
2591,9,ACD80117.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 8, Unknown: 1",I-Eukaryotes/Unknown.146
2592,5,AAT38979.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 2",I-Eukaryotes/Unknown.177
2593,1,WP_111419943.1,IV-DeepYkr,,IV-DeepYkr.196
2594,1,WP_150041624.1,IV-DeepYkr,,IV-DeepYkr.325
2595,1,HBK04755.1,IV-DeepYkr,,IV-DeepYkr.199
2596,3,VDD89029.1,III,,III.173
2597,1,HDD59863.1,Unknown,,Unknown.461
2598,1,PHT98331.1,I-Eukaryotes,,I-Eukaryotes.110
2599,1,PZR83315.1,I-F,,I-F.11
2600,1,HHL73736.1,I-New,,I-New.8
2601,1,WP_154691851.1,I-CD,,I-CD.53
2602,1,WP_085216190.1,I-A,,I-A.24
2603,1,WP_163674056.1,Unknown,,Unknown.979
2604,2,WP_038250565.1,Unknown,,Unknown.771
2605,1,WP_098461042.1,Unknown,,Unknown.946
2606,3,WP_032076918.1,IV-Ykr-2,,IV-Ykr-2.119
2607,1,HFU29422.1,IV-Ykr-2,,IV-Ykr-2.155
2608,1,HFX59139.1,IV-Ykr-2,,IV-Ykr-2.105
2609,2,HHP33440.1,Unknown,,Unknown.433
2610,41,AAX49600.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 32, Unknown: 9",I-Eukaryotes/Unknown.165
2611,1,TLU58657.1,IV-Photo,,IV-Photo.70
2612,1,NLA81608.1,IV-Ykr-2,,IV-Ykr-2.128
2613,2,MBC8511359.1,IV-Ykr-2,,IV-Ykr-2.20
2614,2,WP_136369849.1,IV-NG1,,IV-NG1.15
2615,1,WP_111420134.1,IV-Photo,,IV-Photo.104
2616,1,WP_163461278.1,IV-Non-photo,,IV-Non-photo.53
2617,1,KAF1042020.1,IV-Non-photo,,IV-Non-photo.309
2618,1,TFG27818.1,Unknown,,Unknown.275
2619,1,WP_085420588.1,IV-Non-photo,,IV-Non-photo.757
2620,3,WP_163578128.1,IV-Non-photo,,IV-Non-photo.74
2621,3,WP_189678799.1,IV-Non-photo,,IV-Non-photo.502
2622,4,WP_060702681.1,IV-NG3,,IV-NG3.8
2623,1,WP_172327953.1,IV-Non-photo,,IV-Non-photo.767
2624,2,WP_114703304.1,IV-Non-photo,,IV-Non-photo.161
2625,2,WP_062398647.1,Unknown,,Unknown.571
2626,1,WP_043531977.1,IV-Non-photo,,IV-Non-photo.542
2627,1,WP_120227609.1,IV-NG2,,IV-NG2.43
2628,3,WP_019280365.1,IV-Non-photo,,IV-Non-photo.442
2629,1,WP_033371441.1,IV-NG2,,IV-NG2.36
2630,1,WP_192117191.1,IV-Non-photo,,IV-Non-photo.764
2631,1,OYU54991.1,IV-Non-photo,,IV-Non-photo.298
2632,1,ETA53662.2,IV-Non-photo,,IV-Non-photo.806
2633,1,NCW78699.1,IV-Non-photo,,IV-Non-photo.399
2634,1,WP_007070802.1,IV-DeepYkr,,IV-DeepYkr.224
2635,1,NLS97222.1,IV-DeepYkr,,IV-DeepYkr.93
2636,4,TARA_048.SAMEA2620404.5.0.22-1.6_2468987_1,IV-GOS_Global,,IV-GOS_Global.13
2637,1,WP_066175728.1,IV-DeepYkr,,IV-DeepYkr.317
2638,1,WP_170245014.1,IV-DeepYkr,,IV-DeepYkr.420
2639,1,WP_135375493.1,IV-DeepYkr,,IV-DeepYkr.477
2640,2,NJS38203.1,IV-DeepYkr,,IV-DeepYkr.355
2641,2,WP_078529522.1,IV-DeepYkr,,IV-DeepYkr.467
2642,1,NLP03927.1,IV-DeepYkr,,IV-DeepYkr.147
2643,1,MBC8549397.1,IV-DeepYkr,,IV-DeepYkr.109
2644,1,TARA_067.SAMEA2620980.5.0.45-0.8_1876980_3,IV-GOS_Global,,IV-GOS_Global.119
2645,1,PHT66054.1,I-Eukaryotes,,I-Eukaryotes.113
2646,2,NBR80369.1,I-CD,,I-CD.136
2647,1,NLH81192.1,I-CD,,I-CD.33
2648,1,NOT82415.1,Unknown,,Unknown.944
2649,2,NIM29651.1,I-A/Unknown,"I-A: 1, Unknown: 1",I-A/Unknown.8
2650,49,AIE39028.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 40, Unknown: 9",I-Eukaryotes/Unknown.13
2651,1,AAA98297.1,Unknown,,Unknown.590
2652,1,HGM58338.1,Unknown,,Unknown.292
2653,1,HES91152.1,Unknown,,Unknown.333
2654,1,NLB53735.1,IV-Ykr-2,,IV-Ykr-2.65
2655,1,HAW11243.1,IV-Ykr-2,,IV-Ykr-2.73
2656,2,RLG81982.1,Unknown,,Unknown.183
2657,1,VDD89104.1,III,,III.27
2658,1,PSG97214.1,Unknown,,Unknown.303
2659,4,WP_027278965.1,IV-Photo,,IV-Photo.67
2660,1,MYD09858.1,IV-Photo,,IV-Photo.86
2661,1,MQY68604.1,Unknown,,Unknown.37
2662,1,HID30638.1,IV-Ykr-2,,IV-Ykr-2.137
2663,1,WP_135261755.1,IV-Non-photo,,IV-Non-photo.673
2664,1,WP_175562608.1,IV-Non-photo,,IV-Non-photo.378
2665,2,WP_148252811.1,IV-Non-photo,,IV-Non-photo.63
2666,4,TARA_039.SAMEA2620106.270.0.1-0.22_3169_5,Unknown,,Unknown.1062
2667,1,WP_064829683.1,IV-Non-photo,,IV-Non-photo.342
2668,1,WP_090611421.1,IV-Non-photo,,IV-Non-photo.430
2669,1,WP_173413577.1,IV-Non-photo,,IV-Non-photo.438
2670,1,WP_191617532.1,IV-Non-photo,,IV-Non-photo.780
2671,1,RLE58107.1,Unknown,,Unknown.247
2672,1,TEU12453.1,Unknown,,Unknown.181
2673,1,MBC7162475.1,IV-DeepYkr,,IV-DeepYkr.421
2674,4,AAB02583.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.181
2675,1,TARA_102.SAMEA2622173.5.0.22-3_1059174_16,IV-GOS_Global,,IV-GOS_Global.26
2676,1,RMH06091.1,IV-DeepYkr,,IV-DeepYkr.312
2677,1,WP_027264206.1,IV-DeepYkr,,IV-DeepYkr.452
2678,3,WP_015783983.1,IV-Ykr,,IV-Ykr.28
2679,1,MSO90939.1,IV-DeepYkr,,IV-DeepYkr.338
2680,1,MBA3059809.1,IV-Non-photo,,IV-Non-photo.792
2681,1,WP_125110742.1,IV-Non-photo,,IV-Non-photo.800
2682,1,CAA9304475.1,I-G,,I-G.21
2683,1,PZR66540.1,I-Unclassified,,I-Unclassified.24
2684,13,QGA31131.1,I-CD,,I-CD.75
2685,1,NCP72279.1,II-III,,II-III.4
2686,15,MBE9041550.1,I-B,,I-B.11
2687,29,CAC04406.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 24, Unknown: 5",I-Eukaryotes/Unknown.107
2688,1,AAQ97734.1,Unknown,,Unknown.604
2689,1,WP_173980503.1,Unknown,,Unknown.777
2690,1,WP_193435792.1,IV-Ykr-2,,IV-Ykr-2.94
2691,2,NHI82862.1,IV-Ykr-2,,IV-Ykr-2.92
2692,2,MBC7232930.1,IV-Ykr-2,,IV-Ykr-2.80
2693,1,ODS39323.1,Unknown,,Unknown.361
2694,1,AAF97676.1,I-Eukaryotes,,I-Eukaryotes.84
2695,1,WP_008382410.1,IV-Photo,,IV-Photo.73
2696,1,OYT42875.1,Unknown,,Unknown.135
2697,1,TAL48153.1,Unknown,,Unknown.41
2698,2,WP_165029129.1,IV-Non-photo,,IV-Non-photo.599
2699,2,WP_062112166.1,IV-Non-photo,,IV-Non-photo.205
2700,1,WP_188253381.1,IV-Non-photo,,IV-Non-photo.257
2701,2,WP_168056524.1,IV-Non-photo,,IV-Non-photo.84
2702,1,WP_164183791.1,IV-Non-photo,,IV-Non-photo.498
2703,1,WP_119153434.1,IV-Non-photo,,IV-Non-photo.743
2704,1,KXA90802.1,IV-Ykr-2,,IV-Ykr-2.29
2705,1,AEP20655.1,I-Eukaryotes,,I-Eukaryotes.98
2706,1,PHR25315.1,IV-DeepYkr,,IV-DeepYkr.329
2707,1,ESQ07873.1,IV-DeepYkr,,IV-DeepYkr.454
2708,1,NIM00513.1,IV-DeepYkr,,IV-DeepYkr.234
2709,2,PKN02430.1,Unknown,,Unknown.713
2710,15,TARA_076.SAMEA2621242.800.0.45-0.8_2422977_4,I-CD,,I-CD.187
2711,4,WP_088518864.1,I-CD,,I-CD.40
2712,2,HEM36300.1,I-Unclassified,,I-Unclassified.8
2713,1,HGZ87247.1,I-B,,I-B.10
2714,2,ACT31587.2,I-A,,I-A.38
2715,1,TARA_039.SAMEA2620106.270.0.1-0.22_12590_8,Unknown,,Unknown.1083
2716,2,TARA_037.SAMEA2619974.600.0.1-0.22_9142_7,Unknown,,Unknown.1093
2717,2,GD2017_M,I-Banda,,I-Banda.25
2718,2,WP_182354932.1,Unknown,,Unknown.873
2719,1,NLT91566.1,Unknown,,Unknown.761
2720,1,MST82564.1,IV-Ykr-2,,IV-Ykr-2.161
2721,1,HGQ72732.1,Unknown,,Unknown.448
2722,1,MBC7319139.1,IV-Ykr-2,,IV-Ykr-2.74
2723,1,WP_117532474.1,IV-Ykr-2,,IV-Ykr-2.208
2724,30,AAA63894.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 26, Unknown: 4",I-Eukaryotes/Unknown.137
2725,1,NIA04552.1,Unknown,,Unknown.482
2726,3,RLC59839.1,IV-Ykr-2,,IV-Ykr-2.17
2727,1,WP_056519378.1,IV-Non-photo,,IV-Non-photo.332
2728,2,WP_088751163.1,IV-Non-photo,,IV-Non-photo.129
2729,1,HFV05530.1,Unknown,,Unknown.64
2730,3,KYP36753.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 2, Unknown: 1",I-Eukaryotes/Unknown.192
2731,1,VDD88792.1,III,,III.112
2732,7,AAK01016.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 5, Unknown: 2",I-Eukaryotes/Unknown.159
2733,2,WP_102761638.1,IV-Non-photo,,IV-Non-photo.610
2734,1,WP_102130065.1,IV-Non-photo,,IV-Non-photo.287
2735,1,WP_169418456.1,IV-Non-photo,,IV-Non-photo.246
2736,1,WP_132806760.1,IV-Non-photo,,IV-Non-photo.489
2737,1,WP_029351056.1,IV-Non-photo,,IV-Non-photo.169
2738,2,WP_183688459.1,IV-Non-photo,,IV-Non-photo.511
2739,1,MAS38181.1,IV-Non-photo,,IV-Non-photo.134
2740,1,WP_089879492.1,Unknown,,Unknown.320
2741,1,WP_138324456.1,IV-Non-photo,,IV-Non-photo.544
2742,1,WP_106771298.1,IV-Non-photo,,IV-Non-photo.611
2743,1,WP_161337560.1,IV-Non-photo,,IV-Non-photo.472
2744,2,WP_121568389.1,Unknown,,Unknown.224
2745,1,WP_044238023.1,IV-Non-photo,,IV-Non-photo.77
2746,1,WP_041368253.1,IV-Ykr-2,,IV-Ykr-2.205
2747,1,WP_188697410.1,IV-NG1,,IV-NG1.60
2748,2,HGV82810.1,Unknown,,Unknown.84
2749,1,WP_103334643.1,IV-Non-photo,,IV-Non-photo.241
2750,1,WP_119749408.1,IV-Non-photo,,IV-Non-photo.408
2751,5,MAU22710.1,IV-Non-photo,,IV-Non-photo.779
2752,1,NBJ76488.1,IV-NG2,,IV-NG2.28
2753,2,KSV81860.1,IV-Non-photo,,IV-Non-photo.507
2754,1,WP_041815463.1,IV-Ykr,,IV-Ykr.1
2755,1,PTD94544.1,Unknown,,Unknown.475
2756,1,NQS92092.1,IV-DeepYkr,,IV-DeepYkr.75
2757,2,WP_155475510.1,IV-DeepYkr,,IV-DeepYkr.10
2758,1,WP_184258685.1,IV-DeepYkr,,IV-DeepYkr.350
2759,4,OGH04319.1,III/Unknown,"Unknown: 3, III: 1",III/Unknown.13
2760,1,EGH00066.1,Unknown,,Unknown.995
2761,1,CAB1129097.1,I-Unclassified,,I-Unclassified.6
2762,18,QID99074.1,I-Eukaryotes,,I-Eukaryotes.15
2763,2,VDD88875.1,III,,III.210
2764,2,TARA_039.SAMEA2620106.270.0.1-0.22_881_30,Unknown,,Unknown.1095
2765,2,WP_173269803.1,I-A,,I-A.82
2766,2,AFX73775.3,I-Eukaryotes,,I-Eukaryotes.42
2767,1,WP_114364791.1,Unknown,,Unknown.772
2768,1,MBA3056519.1,Unknown,,Unknown.932
2769,3,WP_127474816.1,Unknown,,Unknown.849
2770,1,TNC97544.1,Unknown,,Unknown.984
2771,1,NMA02838.1,IV-Ykr-2,,IV-Ykr-2.146
2772,1,WP_006786951.1,IV-Photo,,IV-Photo.22
2773,1,MAT73320.1,IV-Non-photo,,IV-Non-photo.290
2774,1,VDD89151.1,III,,III.48
2775,1,TVR62882.1,IV-Photo,,IV-Photo.71
2776,1,KAF0246522.1,IV-Photo,,IV-Photo.84
2777,2,RLF68008.1,Unknown,,Unknown.412
2778,2,HEB47243.1,Unknown,,Unknown.236
2779,2,WP_036044474.1,IV-Non-photo,,IV-Non-photo.432
2780,1,WP_089768380.1,Unknown,,Unknown.324
2781,1,HEA04430.1,Unknown,,Unknown.371
2782,1,WP_036348935.1,IV-Non-photo,,IV-Non-photo.177
2783,1,WP_060520462.1,IV-Non-photo,,IV-Non-photo.343
2784,2,ABN46964.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.151
2785,1,RLI89137.1,Unknown,,Unknown.47
2786,2,14_0903_02_30cm_scaffold_0_257_14_0903_02_30cm_Sphingobacteriales_157_38_13,IV-Non-photo,,IV-Non-photo.821
2787,1,NLU46002.1,Unknown,,Unknown.607
2788,6,AAR03530.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 4, Unknown: 2",I-Eukaryotes/Unknown.111
2789,2,TARA_048.SAMEA2620413.5.0.1-0.22_72161_6,IV-GOS_Global,,IV-GOS_Global.109
2790,1,TARA_048.SAMEA2620404.5.0.22-1.6_2290145_3,IV-GOS_Global,,IV-GOS_Global.24
2791,1,WP_070113114.1,IV-DeepYkr,,IV-DeepYkr.292
2792,1,ABC33844.1,I-Eukaryotes,,I-Eukaryotes.34
2793,1,PKO01307.1,IV-DeepYkr,,IV-DeepYkr.185
2794,1,WP_184430002.1,IV-DeepYkr,,IV-DeepYkr.280
2795,1,MBF8270616.1,IV-DeepYkr,,IV-DeepYkr.107
2796,1,KRT69724.1,I-CD,,I-CD.152
2797,11,TARA_030.SAMEA2591122.70.0.22-1.6_377058_4,I-CD,,I-CD.190
2798,1,HHN14206.1,I-G,,I-G.3
2799,1,WP_006787636.1,I-A,,I-A.27
2800,1,HIP66541.1,Unknown,,Unknown.531
2801,1,RLA08922.1,Unknown,,Unknown.952
2802,1,WP_152677125.1,I-Unclassified,,I-Unclassified.14
2803,1,HER26609.1,Unknown,,Unknown.885
2804,4,AAF00606.1,I-Eukaryotes/Unknown,"Unknown: 2, I-Eukaryotes: 2",I-Eukaryotes/Unknown.25
2805,2,OGN85134.1,Unknown,,Unknown.491
2806,1,TARA_037.SAMEA2619970.600.0.22-1.6_1781908_3,Unknown,,Unknown.1050
2807,1,HGM52704.1,Unknown,,Unknown.703
2808,1,NLO76622.1,IV-Ykr-2,,IV-Ykr-2.142
2809,1,WP_100923012.1,IV-Photo,,IV-Photo.68
2810,1,HAE61434.1,IV-Ykr-2,,IV-Ykr-2.45
2811,1,WP_081892750.1,I-Unclassified,,I-Unclassified.26
2812,1,HGY35401.1,Unknown,,Unknown.184
2813,4,cg1_0.2_scaffold_3774_c_7,Unknown,,Unknown.19
2814,2,WP_085552269.1,IV-Non-photo,,IV-Non-photo.323
2815,1,VDS11147.1,III,,III.21
2816,1,WP_166325571.1,IV-Non-photo,,IV-Non-photo.709
2817,1,WP_075289356.1,IV-Non-photo,,IV-Non-photo.545
2818,1,PIR05832.1,III,,III.165
2819,1,WP_127096719.1,IV-NG2,,IV-NG2.41
2820,1,WP_121199935.1,IV-Non-photo,,IV-Non-photo.315
2821,1,VVB61248.1,Unknown,,Unknown.165
2822,1,VDD89056.1,III,,III.87
2823,1,MBA5863320.1,IV-DeepYkr,,IV-DeepYkr.235
2824,1,WP_158216931.1,IV-DeepYkr,,IV-DeepYkr.115
2825,1,TARA_034.SAMEA2619907.60.0.22-1.6_764704_6,IV-DeepYkr,,IV-DeepYkr.481
2826,1,VDD88788.1,III,,III.185
2827,1,VVB80055.1,Unknown,,Unknown.587
2828,1,RME54848.1,Unknown,,Unknown.641
2829,1,VDS11112.1,II-III,,II-III.3
2830,1,RME64738.1,I-New,,I-New.4
2831,13,WP_008932609.1,I-A,,I-A.35
2832,1,RZI42370.1,Unknown,,Unknown.785
2833,1,WP_169450797.1,Unknown,,Unknown.872
2834,1,AAF16890.1,Unknown,,Unknown.659
2835,166,P31201.2,I-Eukaryotes/Unknown,"I-Eukaryotes: 146, Unknown: 20",I-Eukaryotes/Unknown.91
2836,1,HHP73539.1,Unknown,,Unknown.340
2837,1,AAA86107.1,Unknown,,Unknown.738
2838,1,BAL63309.1,I-Eukaryotes,,I-Eukaryotes.21
2839,1,WP_117602257.1,IV-Ykr-2,,IV-Ykr-2.175
2840,1,VDD88791.1,III,,III.17
2841,1,VDD88786.1,III,,III.65
2842,1,RLB33671.1,IV-Photo,,IV-Photo.27
2843,1,HFZ31363.1,IV-Ykr-2,,IV-Ykr-2.199
2844,1,EES53755.1,IV-Photo,,IV-Photo.116
2845,1,NHJ22048.1,Unknown,,Unknown.202
2846,1,WP_163462635.1,IV-Non-photo,,IV-Non-photo.463
2847,1,WP_089731630.1,Unknown,,Unknown.233
2848,1,WP_132319315.1,IV-NG2,,IV-NG2.8
2849,2,MAG11018.1,Unknown,,Unknown.167
2850,11,TARA_068.SAMEA2621020.5.0.22-0.45_452853_1,Ambiguous,"I-B: 5, I-Eukaryotes: 4, Unknown: 2",Ambiguous.30
2851,1,WP_127902419.1,IV-Non-photo,,IV-Non-photo.563
2852,3,WP_112786562.1,IV-Non-photo,,IV-Non-photo.479
2853,1,ETA53470.1,IV-Non-photo,,IV-Non-photo.490
2854,1,VDD89063.1,III,,III.178
2855,1,MBC7130944.1,Unknown,,Unknown.162
2856,2,MBQ04601.1,Unknown,,Unknown.255
2857,1,TARA_070.SAMEA2621075.5.0.22-0.45_1844931_1,Unknown,,Unknown.1099
2858,2,TARA_030.SAMEA2591122.70.0.22-1.6_846312_3,IV-GOS_Global,,IV-GOS_Global.50
2859,1,TARA_034.SAMEA2619903.5.0-0.22_225_47,IV-GOS_Global,,IV-GOS_Global.95
2860,6,BAE80673.1,I-B,,I-B.15
2861,2,AAY16040.1,Unknown,,Unknown.711
2862,1,OPY49704.1,Unknown,,Unknown.537
2863,1,NLN11867.1,IV-DeepYkr,,IV-DeepYkr.348
2864,1,NDJ60910.1,IV-DeepYkr,,IV-DeepYkr.73
2865,1,WP_125325338.1,IV-DeepYkr,,IV-DeepYkr.365
2866,1,WP_084364813.1,IV-DeepYkr,,IV-DeepYkr.130
2867,1,WP_168987725.1,IV-DeepYkr,,IV-DeepYkr.164
2868,1,VDD89168.1,III,,III.128
2869,1,TARA_030.SAMEA2591108.5.0.22-1.6_1478496_3,IV-GOS_Global,,IV-GOS_Global.111
2870,1,CDF56938.1,Unknown,,Unknown.1015
2871,13,YP_009497619.1,I-Eukaryotes,,I-Eukaryotes.12
2872,1,WP_056363303.1,I-CD,,I-CD.177
2873,112,ABF60336.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 103, Unknown: 9",I-Eukaryotes/Unknown.72
2874,1,NMC08713.1,Unknown,,Unknown.674
2875,2,WP_102629962.1,I-CD,,I-CD.88
2876,1,NKQ36332.1,I-New,,I-New.2
2877,115,AAW49396.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 98, Unknown: 17",I-Eukaryotes/Unknown.105
2878,1,OYV74648.1,I-A,,I-A.37
2879,2,WP_176974063.1,I-CD,,I-CD.179
2880,1,MBA3045973.1,Unknown,,Unknown.585
2881,1,TARA_037.SAMEA2619974.600.0.1-0.22_15961_3,Unknown,,Unknown.1084
2882,1,TXH70881.1,Unknown,,Unknown.921
2883,1,NPA98443.1,Unknown,,Unknown.369
2884,1,HFT81502.1,Unknown,,Unknown.395
2885,2,NLN21438.1,IV-Ykr-2,,IV-Ykr-2.41
2886,1,PIT85720.1,Unknown,,Unknown.75
2887,1,WP_128693794.1,Unknown,,Unknown.96
2888,1,NQT49111.1,Unknown,,Unknown.376
2889,1,MBD3255208.1,Unknown,,Unknown.295
2890,2,NPA62723.1,Unknown,,Unknown.400
2891,1,WP_119815746.1,Unknown,,Unknown.343
2892,1,TARA_037.SAMEA2619974.600.0.1-0.22_11634_5,Unknown,,Unknown.1052
2893,1,OYU50427.1,IV-Non-photo,,IV-Non-photo.654
2894,1,WP_159591748.1,IV-Non-photo,,IV-Non-photo.326
2895,2,WP_111557799.1,IV-Non-photo,,IV-Non-photo.532
2896,1,WP_062546199.1,IV-Non-photo,,IV-Non-photo.179
2897,1,WP_194096437.1,IV-Non-photo,,IV-Non-photo.117
2898,1,RBG_16_Planctomycetes_64_12_RBG_16_scaffold_63101_5,Unknown,,Unknown.4
2899,1,WP_114558749.1,IV-NG2,,IV-NG2.33
